source_data,batch_id,major_job_id,priority
ಈ ಬುಲೆಟಿನ್‌ನಲ್ಲಿ ಸೋಂಕಿತರ ಕುರಿತು ಯಾವುದೇ ಮಾಹಿತಿಯನ್ನು ಆರೋಗ್ಯ ಇಲಾಖೆ ಬಹಿರಂಗ ಪಡಿಸಿಲ್ಲ.,376,4,medium
"ಕನ್ನಡ ಚಿತ್ರರಂಗ ಮಾತ್ರವಲ್ಲದೆ ತೆಲುಗು, ತಮಿಳು, ಮಲಯಾಳಂ, ಹಿಂದಿ ಚಿತ್ರಗಳಿಗೂ ಅವರು ಕೆಲಸ ಮಾಡಿದ್ದರು.",376,4,medium
. ಕೇಂದ್ರ ಸರ್ಕಾರದ ಮೂರು ಕೃಷಿ ಕಾಯ್ದೆಗಳನ್ನು ವಿರೋಧಿಸಿ ರೈತ ಸಂಘಟನೆಗಳು ಬಂದ್ ಕರೆ ನೀಡಿವೆ.,376,4,medium
ನಾವು ನಮ್ಮ ಸ್ವಂತ ನಾಗರಿಕತೆಯ ಬಗ್ಗೆ ಕಾಳಜಿ ವಹಿಸುತ್ತಿರುವುದರಿಂದ ಇತರೆ ದೇಶಗಳಿಗೂ ಸಹಾಯ ಹಸ್ತವನ್ನು ಚಾಚುತ್ತಿದ್ದೇವೆ.,376,4,medium
ಇನ್ನೆರಡು ದಿನ ಮೋಡದ ವಾತಾವರಣ ಇರಬಹುದು ಎಂದು ಹವಾಮಾನ ಇಲಾಖೆ ಮುನ್ಸೂಚನೆ ತಿಳಿಸಿದೆ.,376,4,medium
ಚಟ್ನಿಯು ತಯಾರಿಸಿಕೊಳ್ಳಲು ತುಂಬಾ ಸುಲಭ ಹಾಗು ಹೆಚ್ಚು ಸಮಯ ಕೂಡ ಇದಕ್ಕೆ ಬೇಕಾಗುವುದಿಲ್ಲ.,377,4,medium
"ಅನಾರೋಗ್ಯಕ್ಕೆ ಒಳಗಾದವರು ಕೆಮ್ಮು, ಜ್ವರ ಮತ್ತು ಉಸಿರಾಟದ ತೊಂದರೆಗಳನ್ನು ಅನುಭವಿಸುತ್ತಾರೆ ಎಂದು ವರದಿಯಾಗಿದೆ.",377,4,medium
ಈ ವಿಡಿಯೋ ವೈರಲ್ ಆದ ಕೂಡಲೇ ಪೊಲೀಸರು ಈ ದೃಶ್ಯದ ಮೂಲ ಕೆದಕಿದರು.,377,4,medium
ಇದೆಲ್ಲ ಸಾಧ್ಯವಿಲ್ಲ . . . ಮೈಕ್ರೋಸಾಫ್ಟ್ ಆಗಲಿ ಅಥವಾ ಬೇರಾವುದೇ ದೊಡ್ಡ ಕಂಪನಿ.,377,4,medium
ಭೂಮಿ ಶೆಟ್ಟಿ ನಾಯಕಿಯಾಗಿರುವ ಈ ಸಿನಿಮಾವನ್ನು ಈಶಾಂ ಖಾನ್‌ ಮತ್ತು ಹಸೀನ್‌ ಖಾನ್ ನಿರ್ದೇಶಿಸಿದ್ದಾರೆ.,377,4,medium
ಜೈಪುರದ ಬಿಜೆಪಿ ಕಚೇರಿ ಎದುರು ಕಾಂಗ್ರೆಸ್ ಹಾಗೂ ಬಿಜೆಪಿ ಕಾರ್ಯಕರ್ತರ ನಡುವೆ ಜಟಾಪಟಿ ನಡೆದಿದೆ.,377,4,medium
ಅದಲ್ಲದೇ ಕಳೆದ 24 ಗಂಟೆಗಳಲ್ಲಿ ವೈರಸ್‌ ಸಂಬಂಧಿತ ಯಾವುದೇ ಸಾವುಗಳು ಜಿಲ್ಲೆಯಲ್ಲಿ ವರದಿಯಾಗಿಲ್ಲ.,377,4,medium
ಇದೆಲ್ಲ ನಡೆದು ಕೆಲ ತಿಂಗಳಲ್ಲಿಯೇ ನಾನು ಖಿನ್ನತೆಯಿಂದ ನರಳುತ್ತಿದ್ದೇನೆ ಎಂಬುದು ನನಗೆ ಅರಿವಾಯಿತು.,377,4,medium
ಚೀನಾ ವಿರುದ್ಧ ಏನು ನಡೆಯುತ್ತಿದೆಯೋ ಎಂಬುದರ ಬಗ್ಗೆ ಅವರು ಉತ್ತಮ ಮೂಡ್‌ನಲ್ಲಿಲ್ಲ (ಮನೋಸ್ಥಿತಿ)'' ಎಂದು ಟ್ರಂಪ್ ಸೇರಿಸಿದರು.,377,4,medium
ಕೋವಿಡ್‌ ನಿಯಮಾವಳಿ ಪ್ರಕಾರ ಒಂದು ಬಾರಿಗೆ 150 ಜನರನ್ನು ಮಾತ್ರ ಒಳಗಡೆ ಬಿಡಲಾಗುವುದು.,377,4,medium
NIFT Admit Card 2020 - Download NIFT 2020 ಅಡ್ಮಿಟ್ ಕಾರ್ಡ್‌ ಡೌನ್‌ಲೋಡ್‌ ಹೇಗೆ?,378,4,medium
ದಿಲ್ಲಿ ಉಪ ಮುಖ್ಯಮಂತ್ರಿ ಮನೀಶ್ ಸಿಸೋಡಿಯಾ ಈ ಬಗ್ಗೆ ಮಹತ್ವದ ಘೋಷಣೆ ಮಾಡಿದ್ದಾರೆ.,378,4,medium
"ಮೃತ ಯೋಧ ಪತ್ನಿ , ಇಬ್ಬರು ಮಕ್ಕಳು ,ತಂದೆ ,ತಾಯಿ ಮತ್ತು ಅಪಾರ ಬಂಧು ಬಳಗವನ್ನು ಅಗಲಿದ್ದಾರೆ .",378,4,medium
ಅಲ್ಪಸಂಖ್ಯಾತ ಸಮುದಾಯದ ಬಡ ವರ್ಗಗಳನ್ನು ಎಸ್ ಡಿಪಿಐ ಹಾಗೂ ಕಾಂಗ್ರೆಸ್ ನಿಂದ ಶೋಷಿಸಬಾರದು.,378,4,medium
ಅಭಿವೃದ್ಧಿಗಾಗಿ ನಿತೀಶ್ ಕುಮಾರ್ ನೇತೃತ್ವದ ಎನ್‌ಡಿಎ ಸರ್ಕಾರವನ್ನು ಆರಿಸುವಂತೆ ಮೋದಿ ಮತದಾರರಲ್ಲಿ ಮನವಿ ಮಾಡಿದ್ದಾರೆ.,378,4,medium
"ನನ್ನ ಸಣ್ಣ ಕಾರ್ಖಾನೆಯಲ್ಲಿ 10 ಸೀಲಿಂಗ್ ಫ್ಯಾನ್‌ ಮತ್ತು ಐದು ಟೇಬಲ್‌ ಫ್ಯಾನ್‌ಗಳಿವೆ, 20 ಕಾರ್ಮಿಕರು ಕೆಲಸ ಮಾಡುತ್ತಾರೆ.",378,4,medium
ನಟ ಸುಶಾಂತ್ ಸಿಂಗ್ ರಜಪೂತ್ ಅವರ ಸಾವಿನ ಕುರಿತು ಮುಂಬೈ ಪೊಲೀಸರು ತೀವ್ರ ತನಿಖೆಯನ್ನು ಮುಂದುವರಿಸಿದ್ದಾರೆ.,378,4,medium
ವಾಸ್ತವವಾಗಿ ಸಂಶೋಧಕರು ಮಹಿಳೆಯರು ಲೈಂಗಿಕ ಸಂಬಂಧ ಹೊಂದಿದ ನಂತರ ಸೈಲೆಂಟ್ ಆಗಿರಲು ಇಷ್ಟಪಡುವುದಿಲ್ಲ ಎಂದು ಕಂಡುಹಿಡಿದಿದ್ದಾರೆ.,378,4,medium
"222 ಪಂಚಾಯಿತಿ ಸಮಿತಿಗಳ 4371 ಸ್ಥಾನಗಳ ಪೈಕಿ ಬಿಜೆಪಿ 1,989 ಸ್ಥಾನಗಳನ್ನು ಗೆದ್ದಿದೆ.",378,4,medium
ಬೆಂಕಿ ಕಾಣಿಸಿಕೊಳ್ಳಲು ನಿಖರ ಕಾರಣ ಏನು ಎಂಬುದು ಇನ್ನೂ ತಿಳಿದು ಬಂದಿಲ್ಲ ಎಂದು ಪೊಲೀಸರು ಮಾಹಿತಿ ನೀಡಿದ್ದಾರೆ.,378,4,medium
"ಆದರೆ, ಅವರು ತಮ್ಮ ಪದಗಳನ್ನು ಬುದ್ಧಿವಂತಿಕೆಯಿಂದ ಬಳಸಬೇಕು ಎಂದು ಬಿಜೆಪಿ ನಾಯಕರಿಗೆ ಸಲಹೆ ನೀಡಿದರು.",379,4,medium
"@mommyshotsbyamrita A post shared by Radhika Pandit (@iamradhikapandit) on Apr 29, 2020 at 7:08am PDT",379,4,medium
ಅವರನ್ನು ಬೆಂಬಲಿಸಲು ಮತ್ತು ಅವರ ಮುಂದಿನ ಪೀಳಿಗೆಗೆ ಉತ್ತಮ ಜೀವನ ಖಾತ್ರಿಪಡಿಸಲು ಏನು ಬೇಕೋ ಎಲ್ಲವನ್ನೂ ಮಾಡುತ್ತೇವೆ ಎಂದು ಹೇಳಿದ್ದಾರೆ.,379,4,medium
ಪರೀಕ್ಷೆ ಮಾಡಿಸಿದಾಗ ನೆಗೆಟಿವ್ ಎಂದು ಬಂದಿದ್ದರೂ ಕೂಡ ಮುನ್ನೆಚ್ಚರಿಕೆ ಕ್ರಮವಾಗಿ ಅವರನ್ನು 14 ದಿವಸಗಳ ಕಾಲ ಐಸೋಲೇಷನ್ ನಲ್ಲಿ ಇರಿಸಲಾಗುವುದು.,379,4,medium
ಆಗ್ರಾ ಮೆಟ್ರೋ ರೈಲು ಯೋಜನೆಯನ್ನು ವಿಡಿಯೋ ಕಾನ್ಫರೆನ್ಸ್‌ ಮೂಲಕ ಉದ್ಘಾಟಿಸಿದ ಬಳಿಕ ಪ್ರಧಾನಿ ಮೋದಿ ಮಾತನಾಡುತ್ತಿದ್ದರು.,379,4,medium
ಮುಂಬೈ ಪೊಲೀಸರು ಕೇವಲ ಆಕಸ್ಮಿಕ ಮರಣದ ಕೇಸ್‌ ದಾಖಲಿಸಿದ್ದರಿಂದ ಅವರಿಗೆ ತನಿಖೆ ಮಾಡುವ ಅಧಿಕಾರ ನಿಯಮಿತವಾಗಿತ್ತು' ಎಂದು ಕೋರ್ಟ್‌ ಅಭಿಪ್ರಾಯಪಟ್ಟಿದೆ.,379,4,medium
"ರಾಷ್ಟ್ರೀಯ ಷೇರು ವಿನಿಮಯ ಪೇಟೆ (ಎನ್‌ಎಸ್‌ಇ) 271 ಅಂಕ ಏರಿಕೆಯಾಗಿ ಸೂಚ್ಯಂಕ 11,979 ಅಂಕ ತಲುಪಿತು.",379,4,medium
"A post shared by Sonu Gowda shruthiRamakrishna (@sonugowda) on Jul 27, 2020 at 1:27am PDT",379,4,medium
ಕೊರೊನಾ ವೈರಸ್‌ ಹರಡುವುದನ್ನು ತಡೆಯಲು ದೇಶಾದ್ಯಂತ 21 ದಿನಗಳ ಕಾಲ ಲಾಕ್‌ಡೌನ್‌ ವಿಧಿಸಲಾಗಿದೆ.,379,4,medium
"ತೆಲುಗು, ಕನ್ನಡ, ಹಿಂದಿ, ತಮಿಳು, ಮಲಯಾಳಂ ಭಾಷೆಗಳಲ್ಲಿ ಈ ಸಿನಿಮಾ ತೆರೆಗೆ ಬರಲಿದೆ.",379,4,medium
ಸ್ಥಳೀಯರು ಮತ್ತು ಗ್ರಾಮ ಪಂಚಾಯಿತಿ ಸದಸ್ಯರು ಈ ಕುರಿತು ಪೊಲೀಸರಿಗೆ ಮಾಹಿತಿ ನೀಡಿದ್ದರು.,380,4,medium
"22 ಶಾಸಕರಲ್ಲಿ 6 ಜನರ ರಾಜೀನಾಮೆಯನ್ನಷ್ಟೇ ಸಭಾಧ್ಯಕ್ಷರು ಅಂಗೀಕರಿಸಿದ್ದು, ಉಳಿದವರ ರಾಜೀನಾಮೆ ಅಂಗೀಕಾರವಾಗಿಲ್ಲ.",380,4,medium
"ಜಾಗತಿಕವಾಗಿ, ಈ ಪರೀಕ್ಷೆಯ ಉಪಯುಕ್ತತೆಯು ವಿಕಸನಗೊಳ್ಳುತ್ತಿದೆ ಮತ್ತು ಪ್ರಸ್ತುತ ವ್ಯಕ್ತಿಗಳಲ್ಲಿ ಪ್ರತಿಕಾಯಗಳ ರಚನೆಯನ್ನು ಕಂಡುಹಿಡಿಯಲು ಇದನ್ನು ಬಳಸಲಾಗುತ್ತಿದೆ.",380,4,medium
ಸೂರ್ಯನನ್ನು ಸುತ್ತುವ ಪ್ರಕ್ರಿಯೆಯಲ್ಲಿ ಗುರು ಹಾಗೂ ಶನಿ ಗ್ರಹಗಳು ಪ್ರತಿ 20 ವರ್ಷಗಳಿಗೊಮ್ಮೆ ಒಂದೇ ಕಕ್ಷೆಯಲ್ಲಿ ಸಂಧಿಸುವುದು ಸಾಮಾನ್ಯ.,380,4,medium
ಸರಕಾರ ಲಾಕ್‌ಡೌನ್‌ ಘೋಷಿಸಿದ ಪರಿಣಾಮ ಮಾರ್ಚ 17ರಿಂದಲೇ ಭಕ್ತರಿಗೆ ದೇವಸ್ಥಾನ ಪ್ರವೇಶ ನಿಷೇಧಿಸಿದೆ.,380,4,medium
"To read in english click: Childhood Obesity: Junk versus healthy, choose wisely",380,4,medium
ಸವಿತಾ ಬಾಲಕೃಷ್ಣ ಪಾಟೀಲ (44) ಮತ್ತು ವಿದ್ಯಾ ಬಾಲಕೃಷ್ಣ ಪಾಟೀಲ (52 )ಮೃತಪಟ್ಟವರು.,380,4,medium
2018 ರಲ್ಲಿ ಪ್ರತಾಪಗೌಡ ಪಾಟೀಲ ಬಿಜೆಪಿ ಅಭ್ಯರ್ಥಿ ಬಸನಗೌಡ ತುರವಿಹಾಳ ವಿರುದ್ಧ ಕೇವಲ 213 ಮತಗಳ ಅಂತದಿಂದ ಗೆಲುವು ಸಾಧಿಸಿದ್ದರು.,380,4,medium
ನವೆಂಬರ್‌ 3 ಮತ್ತು 7 ರಂದು ಎರಡು ಮತ್ತು ಮೂರನೇ ಹಂತದ ಮತದಾನ ನಡೆಯಲಿದೆ.,380,4,medium
ಅಂದಹಾಗೆ COVID-19 ಒಂದು 'ಇನ್‌ಫೋಡೆಮಿಕ್' ಕೂಡ ಹೌದು ಎಂದು ವಿಶ್ವ ಆರೋಗ್ಯ ಸಂಸ್ಥೆ ಈ ಹಿಂದೆಯೇ ಹೇಳಿತ್ತು.,380,4,medium
"ಅಲ್ಲದೆ, ಮುಂಬರುವ ಅಧಿವೇಶನದಲ್ಲಿ ಈ ಮಸೂದೆಯನ್ನು ಮಂಡಿಸಲಾಗುವುದು ಎಂದು ಕೇಂದ್ರ ಸಚಿವ ಪ್ರಕಾಶ್‌ ಜಾವಡೇಕರ್‌ ಹೇಳಿದ್ದಾರೆ.",381,4,high
"​ಸೂರ್ಯಗ್ರಹಣದ ಕುರಿತಾದ ಸಂಗತಿಗಳುಮೂರು ರೀತಿಯ ಸೂರ್ಯಗ್ರಹಣಗಳಿದ್ದು- ಸಂಪೂರ್ಣ, ಭಾಗಶಃ, ವಲಯಾಕಾರದ ಗ್ರಹಣಗಳು ನಡೆಯುತ್ತವೆ.",381,4,high
ದುರಂತಕ್ಕೆ ಮೊದಲು ಅವರು ಇದೇ ನಿಲ್ದಾಣದಲ್ಲಿ ಪ್ರಯಾಣಿಕ ವಿಮಾನವನ್ನು 27 ಬಾರಿ ಲ್ಯಾಂಡಿಂಗ್‌ ಮಾಡಿಸಿದ್ದರು.,381,4,high
ಅಶುತೋಷ್ ಆತ್ಮಹತ್ಯೆಗೆ ನಿಖರವಾದ ಕಾರಣ ಏನು ಎಂಬುದು ಇನ್ನೂ ತಿಳಿದುಬಂದಿಲ್ಲ ಎಂದು ಪೊಲೀಸರು ತಿಳಿಸಿದ್ದಾರೆ.,381,4,high
"ಮೆಡಿಕಲ್, ದಿನಸಿ, ತರಕಾರಿ ಅಂಗಡಿಗಳನ್ನು ಬಿಟ್ಟು ಬೇರೆ ಎಲ್ಲಾ ಅಂಗಡಿಗಳನ್ನು ಬಂದ್ ಮಾಡಬೇಕು ಎಂದರು.",381,4,high
"ಮೃತರಿಗೆ ಪತ್ನಿ ಕೃತಿಕಾ ದೇಸಾಯಿ (ಸಿನಿಮಾ, ಟಿವಿ ನಟಿ), ಮಗಳು ಅಯೇಷಾ ಖಾನ್ ಇದ್ದಾರೆ.",381,4,high
"ನಿರ್ದೇಶಕ ಅಶ್ವಿನ್ ಮಾಥ್ಯೂ ಜೊತೆಗೆ ಕಲಾವಿದರ ಆಯ್ಕೆ, ಕಾಸ್ಟ್ಯೂಮ್, ಸ್ಥಳ, ಪೋಸ್ಟ್ ಪ್ರೊಡಕ್ಷನ್ ಕೆಲಸದಲ್ಲಿ ಭಾಗಿಯಾಗಿದ್ದೇನೆ.",381,4,high
ಹರಿಕೃಷ್ಣ ಜತೆ ಈ ಶೋನಲ್ಲಿ ರಘು ದೀಕ್ಷಿತ್‌ ಮತ್ತು ವಾರಿಜಾಶ್ರೀ ವೇಣುಗೋಪಾಲ್‌ ಸಹ ತೀರ್ಪುಗಾರರಾಗಿ ಇರಲಿದ್ದಾರೆ.,381,4,high
ನಮ್ಮ ಭಾರತದಲ್ಲಿ ಮಕ್ಕಳ ದಿನಾಚರಣೆಯನ್ನು ಪ್ರತಿ ವರ್ಷ ನವಂಬರ್ 14 ನೇ ತಾರೀಖಿನಂದು ಆಚರಿಸಲಾಗುತ್ತದೆ.,381,4,high
"ಆರೋಪಿ ಭರತ್‌ರೆಡ್ಡಿಯನ್ನು ಪೊಲೀಸರು ಬಂಧಿಸಿದ್ದು, ಬಳಿಕ ಕೋರ್ಟ್‌ ಆತನನ್ನು ನ್ಯಾಯಾಂಗ ಬಂಧನಕ್ಕೆ ಒಪ್ಪಿಸಿದೆ.",381,4,high
2022ರಲ್ಲಿ ಉತ್ತರ ಪ್ರದೇಶ ವಿಧಾನಸಭೆ ಚುನಾವಣೆಯಲ್ಲಿ ಎಎಪಿ ಸ್ಪರ್ಧೆ ಮಾಡಲಿದೆ ಎಂದು ದಿಲ್ಲಿ ಮುಖ್ಯಮಂತ್ರಿ ಅರವಿಂದ ಕೇಜ್ರಿವಾಲ್‌ ಮಂಗಳವಾರ ಘೋಷಿಸಿದ್ದಾರೆ.,382,4,high
ಕಫೀಲ್ ಖಾನ್ಶಿವ ಚರಣ್‌ ಮತ್ತು ಬಬಿತಾ ತಮ್ಮ ಐವರು ಮಕ್ಕಳೊಂದಿಗೆ ಆಗ್ರಾದ ಶಂಭು ನಗರದ ಬಾಡಿಗೆ ಮನೆಯಲ್ಲಿ ವಾಸಿಸುತ್ತಿದ್ದಾರೆ.,382,4,high
"ಉಡುಪಿಯಲ್ಲಿ ಶುಕ್ರವಾರ ಕೊರೊನಾ ಸೋಂಕಿನ 168 ಹೊಸ ಪ್ರಕರಣಗಳು ಪತ್ತೆಯಾಗಿದ್ದು, ಇಬ್ಬರು ಮೃತಪಟ್ಟಿದ್ದಾರೆ.",382,4,high
ಕೊರೊನಾ ವೈರಸ್‌ ಸೋಂಕು ಹರಡುವುದನ್ನು ತಡೆಯಲು ಕೇಂದ್ರ ಸರಕಾರ ದೇಶಾದ್ಯಂತ 21 ದಿನಗಳ ಲಾಕ್‌ಡೌನ್‌ ಘೋಷಿಸಿದೆ.,382,4,high
"* ಎಲ್ಲಾ ಅಂಗಡಿ ಮುಂಗಟ್ಟುಗಳು, ವಾಣಿಜ್ಯ ಮಳಿಗೆಗಳು, ಕಾರ್ಖಾನೆಗಳು, ವರ್ಕ್ ಶಾಪ್, ಗೋಡೌನ್‌ ಇತ್ಯಾದಿಗಳು ತಮ್ಮ ವಹಿವಾಟನ್ನು ಮುಚ್ಚಬೇಕು.",382,4,high
ಕೊಡಗು: ಜಿಲ್ಲೆಯಲ್ಲಿ ಬುಧವಾರ ಒಂದೇ ದಿನ ಹೊಸದಾಗಿ 14 ಕೋವಿಡ್‌-19 ಸೋಂಕು ಪ್ರಕರಣಗಳು ವರದಿಯಾಗಿದೆ.,382,4,high
ಇವರ ವಿರುದ್ಧ ರಾಜ್ಯ ಸರ್ಕಾರ ಕಾನೂನು ಕ್ರಮ ಜರುಗಿಸಿ ಅಮಾನತು ಮಾಡುವಂತೆ ಆಗ್ರಹಿಸಿದರು.,382,4,high
ಈ ಮೂಲಕ ಸತತ ಎರಡನೇ ದಿನವೂ ರಾಜ್ಯದಲ್ಲಿ ಹೊಸ ಪಾಸಿಟಿವ್‌ ಪ್ರಕರಣಗಳ ಸಂಖ್ಯೆ ಇಳಿಮುಖವಾಗಿದೆ.,382,4,high
"ಹೊಸ ಪ್ರಕರಣಗಳ ಪೈಕಿ 81 ಮಂದಿ ಹೊರ ರಾಜ್ಯದ ಸರ್ಕಾರ ಹೊಂದಿದ್ದರೆ, 23 ಮಂದಿ ವಿದೇಶದಿಂದ ಬಂದವರು.",382,4,high
ವ್ಯಕ್ತಿ ಆತ್ಮಹತ್ಯೆ ಮಾಡಿಕೊಂಡಿದ್ದಾನೋ ಅಥವಾ ಅಪಘಾತದಲ್ಲಿ ಮೃತಪಟ್ಟಿದ್ದಾನೋ ಎಂಬುದು ಇನ್ನೂ ಸ್ಪಷ್ಟವಾಗಿಲ್ಲ ಎಂದು ಪೊಲೀಸರು ತಿಳಿಸಿದ್ದಾರೆ.,382,4,high
