source_data,batch_id,major_job_id,priority
ಇದನ್ನು ಉಲ್ಲಂಘಿಸುವವರ ವಿರುದ್ದ ಎನ್‌ಡಿಎಂಎ ಕಾಯ್ದೆ ಸೆಕ್ಷ ನ್‌ 188ರ ಅಡಿಯಲ್ಲಿ ಕ್ರಮಕೈಗೊಳ್ಳಲಾಗುವುದು.,338,4,low
"ಅವರಿಗೆ, ಸಂಗಾತಿಯನ್ನು ಹೊಂದುವುದು, ಡೇಟಿಂಗ್ ಹೋಗುವುದು, ಅವರಿಗಾಗಿ ಏನನ್ನಾದರೂ ಮಾಡುವುದು, ವಿಶೇಷವಾಗಿ ಲೈಂಗಿಕ ಕ್ರಿಯೆಯಲ್ಲಿ ಭಾಗವಹಿಸುವುದು ಬಹುದೊಡ್ಡ ವಿಷಯವೆನಿಸುತ್ತದೆ.",338,4,low
"ಮೊಟ್ಟೆಗಳನ್ನು ಅಡುಗೆ ಮಾಡುವ ವಿಷಯದಲ್ಲಿ, ಮೊಟ್ಟೆಗಳನ್ನು ಕನಿಷ್ಠ 71 ಡಿಗ್ರಿ ಸೆಲ್ಸಿಯಸ್‌ನಲ್ಲಿ ಬೇಯಿಸಲಾಗಿದೆಯೇ ಎಂದು ಖಚಿತಪಡಿಸಿಕೊಳ್ಳಿ.",338,4,low
"ಹಾಗೆಯೇ ಬಿ ಗುಂಪಿನಲ್ಲಿ ಇಂಗ್ಲೆಂಡ್, ದಕ್ಷಿಣ ಆಫ್ರಿಕಾ, ವೆಸ್ಟ್‌ಇಂಡೀಸ್, ಪಾಕಿಸ್ತಾನ ಹಾಗೂ ಥಾಯ್ಲೆಂಡ್ ತಂಡಗಳಿವೆ.",338,4,low
ಬಿತ್ತನೆಗೆ ಹಣಕಾಸು ನೆರವು ನೀಡುವುದರಿಂದಿಡಿದು ಉತ್ಪನ್ನಗಳನ್ನು ಖರೀದಿಸುವವರೆಗೆ ಪ್ರತಿ ಹಂತದಲ್ಲೂ ರೈತರ ಪರ ನಿಲ್ಲುವುದಾಗಿ ಸಿಎಂ ಕೆಸಿಆರ್‌ ಪುನರುಚ್ಚರಿಸಿದ್ದಾರೆ.,338,4,low
ಬೆಳ್ಳಂದೂರು ಮತ್ತು ವರ್ತೂರು ಕೆರೆಗಳ ಪುನಶ್ಚೇತನಕ್ಕೆ ಸಂಬಂಧಪಟ್ಟಂತೆ ರಾಷ್ಟ್ರೀಯ ಹಸಿರು ನ್ಯಾಯಪೀಠ(ಎನ್‌ಜಿಟಿ) ನೀಡಿರುವ ಆದೇಶದ ಅನ್ವಯ ಈ ಸರ್ವೆ ಕೈಗೊಳ್ಳಲಾಗಿದೆ.,338,4,low
"ಕೆಲವರಿಗೆ, ಅವರು ಯುಗಯುಗದಿಂದ ಪರಿಚಿತರಾಗಿರುವ ಮತ್ತು ಸ್ನೇಹಿತರಾಗಿರುವ ವ್ಯಕ್ತಿಯನ್ನು ಪ್ರೀತಿಸುತ್ತಿರಬಹುದು ಎಂದು ಒಪ್ಪಿಕೊಳ್ಳುವುದು ತುಂಬಾ ಕಷ್ಟ.",339,4,low
ಆಗಸ್ಟ್‌ 5ರಂದು ಅಯೋಧ್ಯೆಯ ರಾಮ ಜನ್ಮಭೂಮಿಯಲ್ಲಿ ಮಂದಿರ ನಿರ್ಮಾಣಕ್ಕೆ ಪ್ರಧಾನಿ ನರೇಂದ್ರ ಮೋದಿ ಅವರಿಂದ ಭೂಮಿ ಪೂಜೆ ನೆರವೇರಲಿದೆ.,339,4,low
ಒಟ್ಟು 70 ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರಗಳ ಪೈಕಿ ಆಮ್ ಆದ್ಮಿ ಪಕ್ಷ 62 ಸ್ಥಾನಗಳನ್ನು ಗಳಿಸಿಕೊಂಡಿದೆ.,339,4,low
ದೇಶೀಯ ವಿಮಾನಗಳನ್ನೂ ಎರಡನೇ ವೇಳಾಪಟ್ಟಿಯಲ್ಲಿ ಸೇರಿಸಿಕೊಳ್ಳಬಹುದು ಎಂದು ಸರ್ಕಾರ ಹೇಳಿದೆ ಎಂದು ಅಧಿಕಾರಿ ಹೇಳಿದರು.,339,4,low
"ಖೆಲೋ ಇಂಡಿಯಾ ಯೂತ್ ಗೇಮ್ಸ್, ಅಸ್ಸಾಂನ ಗುವಾಹಟಿಯಲ್ಲಿ ಜನವರಿ 10ರಿಂದ 22ರ ವರೆಗೆ ನಡೆಯುತ್ತಿದೆ.",339,4,low
ಮುಂಬೈಗೆ ಮರಳಿದ ಬಳಿಕ ವೈರಲ್ ಜ್ವರದ ಕಾರಣ ಮತ್ತೊಮ್ಮೆ ಆಸ್ಪತ್ರೆಗೆ ದಾಖಲಾಗಿ ಬಹಳ ಬೇಗ ಬಿಡುಗಡೆಯಾಗಿದ್ದರು.,339,4,low
"ಪ್ರಸ್ತುತ, ಪರೀಕ್ಷಾ ಕಾರ್ಯತಂತ್ರವು ಆಸ್ಪತ್ರೆಗೆ ದಾಖಲಾದ ಎಲ್ಲ ರೋಗಲಕ್ಷಣದ ಪ್ರಕರಣ ಹಾಗೂ ತೀವ್ರವಾದ ಉಸಿರಾಟದ ಕಾಯಿಲೆಗಳನ್ನು ಒಳಗೊಂಡಿದೆ.",339,4,low
"ಬಹುರಾಷ್ಟ್ರೀಯ ಕಂಪನಿಯೊಂದರಲ್ಲಿ ಕಾರ್ಯ ನಿರ್ವಹಿಸುತ್ತಿದ್ದ 25ರ ಯುವಕ, ತನ್ನ 21 ಸ್ನೇಹಿತರ ಜೊತೆಗೆ ಟರ್ಕಿ ಪ್ರವಾಸಕ್ಕೆ ತೆರಳಿದ್ದ.",339,4,low
ಸದ್ಯಕ್ಕೆ ಜಿಲ್ಲಾ ಕೋವಿಡ್-19 ಆಸ್ಪತ್ರೆಯಲ್ಲಿ 94 ಜನ ಸಕ್ರೀಯ ಸೋಂಕಿತರು ಚಿಕಿತ್ಸೆ ಪಡೆಯುತ್ತಿದ್ದಾರೆ.,339,4,low
ಕೋತಿ ಸತ್ತಿರಲಿ ಅಥವಾ ಬದುಕಿರಲಿ ಅದು ವನ್ಯಜೀವಿ ಕಾಯ್ದೆಯಡಿ ಅಪರಾಧವಾಗಿದೆ ಎಂದು ವೆಂಕಟೇಶ್ವರಲು ಹೇಳಿದ್ದಾರೆ.,339,4,low
ಇಲ್ಲಿಗೆ ಬರುವ ಭಕ್ತರು ಮೌನೇಶ್ವರ ಅಥವಾ ಮಾನಪ್ಪನ ದರ್ಶನ ಮಾಡಿದ ಬಳಿಕ ಸೇದಲು ಗಾಂಜಾದ ಸಣ್ಣ ಪ್ಯಾಕೆಟ್‌ನ್ನು ಪ್ರಸಾದವಾಗಿ ಸ್ವೀಕರಿಸುತ್ತಾರೆ.,340,4,low
"ಹುಕ್ಕೇರಿ ತಾಲೂಕಿನ ಗುಟಗುದ್ದಿಯ ಲಗಮಪ್ಪ ನಾಯಿಕ (26), ಬೆಳಗಾವಿಯ ಮಾರ್ಕಂಡೇಯ ನಗರದ ಮಲ್ಲಪ್ಪ ದೂಳಪ್ಪಗೋಳ (38) ಬಂಧಿತ ಆರೋಪಿಗಳು.",340,4,low
"﻿80,000 ಮಂದಿಯನ್ನು ಸಾಗಿಸಲು ಕಳೆದ 5 ದಿನಗಳಲ್ಲಿ 70 ವಿಶೇಷ ರೈಲುಗಳ ನಿಯೋಜನೆ",340,4,low
"ನಂತರ, ಕೊಲೆ ಹಾಗೂ ಸಾಕ್ಷಿನಾಶ ಪ್ರಕರಣ ದಾಖಲಿಸಿಕೊಂಡು ಮೃತದೇಹವನ್ನು ಮರಣೋತ್ತರ ಪರೀಕ್ಷೆಗೆ ಕಳುಹಿಸಲಾಯಿತು ಎಂದು ಡಿಸಿಪಿ ಆಂಟೋ ಆಲ್ಫೋನ್ಸ್‌ ಹೇಳಿದ್ದಾರೆ.",340,4,low
"ಯೀಸ್ಟ್ ಅಥವಾ ಬ್ಯಾಕ್ಟೀರಿಯಾ ಸೋಂಕು, ಎಸ್ ಟಿಡಿ ಅಥವಾ ಎಸ್ ಟಿಐ ಅಥವಾ ಬೇರೆ ಏನಾದರೂ ಇರಬಹುದು.",340,4,low
"ಒಟ್ಟಾರೆ ಕಳೆದ 24 ಗಂಟೆಗಳ ಅವಧಿಯಲ್ಲಿ ರಾಜ್ಯದಲ್ಲಿ 84,992 ಸ್ಯಾಂಪಲ್‌ಗಳನ್ನು ಪರೀಕ್ಷೆಗೆ ಒಳಪಡಿಸಲಾಗಿದೆ.",340,4,low
ಅಭಿವೃದ್ಧಿ ಹೊಂದಿದ ದೇಶಗಳು ಮುಖ್ಯವಾಗಿ ತಮ್ಮ ಉನ್ನತ ಶಿಕ್ಷಣ ಮತ್ತು ಸಂಶೋಧನಾ ವ್ಯವಸ್ಥೆಯನ್ನು ಸುಧಾರಿಸುವ ಮೂಲಕ ಯಶಸ್ವಿಯಾಗಿವೆ.,340,4,low
"ಗರ್ಭಿಣಿ ಮಹಿಳೆ ಮಲಗುವಾಗ ಆಕೆಯ ತಲೆ ದಕ್ಷಿಣ ದಿಕ್ಕಿಗಿದ್ದು, ಕಾಲುಗಳು ಉತ್ತರ ದಿಕ್ಕಿಗಿರಬೇಕು.",340,4,low
"ಬೆಳಗ್ಗೆ 8 ಗಂಟೆಯಿಂದ ದಿಲ್ಲಿ ವಿಧಾನಸಭೆಯ 70 ಕ್ಷೇತ್ರಗಳಲ್ಲಿ ಮತದಾನ ನಡೆಯುತ್ತಿದ್ದು, ಫೆಬ್ರವರಿ 11 ರಂದು ಮತ ಎಣಿಕೆ ನಡೆಯಲಿದೆ.",340,4,low
ಸುಶಾಂತ್ ಸಿಂಗ್ ರಜಪೂತ್ ಅವರು ಮುಂಬೈನ ಬಾಂದ್ರಾ ನಿವಾಸದಲ್ಲಿ ಜೂನ್ 14ರಂದು ನೇಣು ಬಿಗಿದ ಸ್ಥಿತಿಯಲ್ಲಿ ಕಾಣಿಸಿಕೊಂಡಿದ್ದರು.,340,4,low
"ವಿದೇಶಿ ತಳಿಗಳು ಮತ್ತು ಭಾರತೀಯ ತಳಿಗಳನ್ನು ಹೋಲಿಸಲು ಕೇಳಿದಾಗ, ನಾಯಿಯ ತಜ್ಞರು, “ಇದು ಸೇಬು ಮತ್ತು ಕಿತ್ತಳೆಯನ್ನು ಹೋಲಿಸುವಂತಿದೆ.",341,4,low
ನನ್ನ ಬಳಿ ಹಣ ಇದೆ ಮತ್ತು ನಾನು ಕಾಯುತ್ತೇನೆ ಎಂದು ಸುಳ್ಳು ಹೇಳಲು ಸಾಧ್ಯವಿಲ್ಲ.,341,4,low
"ಅವರ ಕುಟುಂಬ, ಬಂಧುಮಿತ್ರರು ಹಾಗು ಅಭಿಮಾನಿಗಳಲ್ಲಿ ಸಂತಾಪ ವ್ಯಕ್ತಪಡಿಸುತ್ತೇನೆ” ಎಂದು ಸಚಿವ ಡಾ.",341,4,low
2010ರ ವಿಧಾನಸಭಾ ಚುನಾವಣೆಯಲ್ಲಿ ಜೆಡಿಯು ಮತ್ತು ಬಿಜೆಪಿ ಕ್ರಮವಾಗಿ 141 ಮತ್ತು 102 ಸ್ಥಾನಗಳಲ್ಲಿ ಸ್ಪರ್ಧಿಸಿದ್ದವು.,341,4,low
ಅಗ್ನಿಶಾಮಕ ಸಿಬ್ಬಂದಿ ಮತ್ತು ಪೊಲೀಸರು ಎರಡು ಗಂಟೆಗಳ ಕಾರ್ಯಾಚರಣೆ ನಂತರ ಐವರ ಶವಗಳನ್ನು ಹೊರಗೆ ತೆಗೆಯಲು ಸಾಧ್ಯವಾಯಿತು.,341,4,low
"ಬ್ರೆಜಿಲ್‌, ಮೆಕ್ಸಿಕೋ, ಯುಎಇ ಮತ್ತು ಮಲೇಷಿಯಾ ಸೇರಿ ಜಾಗತಿಕವಾಗಿ 21 ಕಂಪನಿಗಳನ್ನು ವೆಂಟಿಲೇಟರ್‌ ಉತ್ಪಾದನೆಗಾಗಿ ನಾಸಾ ಆಯ್ಕೆಮಾಡಿದೆ.",341,4,low
ಸುಮಾರು 80 ಹೆಕ್ಟೇರ್‌ ಪ್ರದೇಶದಲ್ಲಿ ಬೋರೈವಿಯ 400ಕ್ಕೂ ಹೆಚ್ಚು ರೈತರು ವಿಶೇಷ ಶುಂಠಿ ಹಾಗೂ ಅರಿಶಿಣವನ್ನು ಬೆಳೆಯುತ್ತಿದ್ದಾರೆ.,341,4,low
"ದಂಪತಿಗೆ ಎಂಟು ವರ್ಷದ ಪುತ್ರಿ ಅಭಿಜ್ಞಾ, ಮೂರುವರೆ ವರ್ಷದ ಮಗ ಅನಿರುದ್ಧ್‌ ಇದ್ದಾನೆ.",341,4,low
"ಆದ್ದರಿಂದ, ಪ್ರತಿ ಆಹಾರವು ಸೇವನೆಗೆ ಸುರಕ್ಷಿತವಾಗಿದೆಯೇ ಎಂದು ಖಚಿತಪಡಿಸಿಕೊಳ್ಳಲು ಸರಿಯಾದ ರೀತಿಯಲ್ಲಿ ಮರುಬಿಸಿ ಮಾಡುವ ಅಗತ್ಯವಿದೆ.",341,4,low
"ನೂತನ ಸಚಿವರ ಪೈಕಿ ಇಪ್ಪತ್ತು ಮಂದಿ ಸಂಪುಟ ದರ್ಜೆಯ ಸಚಿವರಾದರೆ, ಎಂಟು ಮಂದಿ ರಾಜ್ಯ ಸಚಿವರಾಗಿದ್ದಾರೆ.",341,4,low
ಬೆಳಿಗ್ಗೆ 9-30 ರಿಂದ 12-30 ರವರೆಗೆ ಮತ್ತು ಮಧ್ಯಾಹ್ನ 02-30 ರಿಂದ 05-30 ರವರೆಗೆ ಎರಡು ಸೆಷನ್‌ಗಳಲ್ಲಿ ಪರೀಕ್ಷೆ ನಡೆಯಲಿದೆ.,342,4,low
ಮಸಾಲೆ ಭರಿತ ಆಹಾರವನ್ನು ಸೇವಿಸಿದ ನಂತರ ಅಥವಾ ಬಿಗಿಯಾದ ಪ್ಯಾಂಟ್ ಧರಿಸಿದಾಗ ಈ ಸಮಸ್ಯೆ ಸಾಮಾನ್ಯವಾಗಿ ಎದುರಾಗುತ್ತದೆ.,342,4,low
ಅಶೋಕ್‌ ಸೋಮವಾರ ಪ್ರಧಾನಿ ನರೇಂದ್ರ ಮೋದಿ ಜೊತೆಗೆ ವಿಡಿಯೋ ಸಂವಾದದಲ್ಲಿ ಭಾಗಿಯಾಗಿ ಮಾಹಿತಿ ನೀಡಲಿದ್ದಾರೆ.,342,4,low
ಒಂದು ವೇಳೆ ಸೋಂಕು ಶ್ವಾಸಕೋಶದ ಅರ್ಧ ಭಾಗಕ್ಕಿಂತ ಹೆಚ್ಚಿಗೆ ಆವರಿಸಿಕೊಂಡರೆ ಅಂಗಾಂಗಳಿಗೆ ಆಮ್ಲಜನಕ ವರ್ಗಾವಣೆಯ ಸಾಮರ್ಥ್ಯವು ಕುಸಿಯುತ್ತದೆ.,342,4,low
"ಜನರ ನೈಸರ್ಗಿಕ ರೋಗ ನಿರೋಧಕ ಶಕ್ತಿಯನ್ನು ಹೆಚ್ಚಿಸಲು ಸರಳ ಆಯುರ್ವೇದ ಮನೆ ಮದ್ದನ್ನು ಹಂಚಿಕೊಂಡಿದ್ದೇವೆ"" ಎಂದು ಸೇರಿಸಿದರು.",342,4,low
75ರಷ್ಟು ಹಣವನ್ನು ರೈತರಿಗೆ ವರ್ಗಾವಣೆ ಮಾಡುವಂತೆ ಸ್ವತಃ ಹಾಲು ಒಕ್ಕೂಟಗಳೇ ಕೆಎಂಎಫ್‌ ಅನ್ನು ಆಗ್ರಹಿಸಿವೆ.,342,4,low
ಆತನ ದೇಹವನ್ನು ಸರಕಾರಿ ಕಿಲ್ಪಾಕ್ ಮೆಡಿಕಲ್ ಕಾಲೇಜು ಆಸ್ಪತ್ರೆಗೆ ಮರಣೋತ್ತರ ಪರೀಕ್ಷೆಗಾಗಿ ಕಳುಹಿಸಲಾಗಿದೆ.,342,4,low
15 ನಿಮಿಷ ಕಾಲ ಚರ್ಮದಲ್ಲಿ ಹಾಗೆ ಬಿಡಿ ಮತ್ತು ಇದರ ಬಳಿಕ ತಣ್ಣೀರಿನಿಂದ ತೊಳೆಯಿರಿ.,342,4,low
ಹಣವನ್ನು ಪತ್ತೆ ಹಚ್ಚಲು ನಮಗೆ ಒಂದು ಗಂಟೆ ಬೇಕಾಯಿತು ಎಂದು ರಸ್ತೋಗಿ ಹೇಳಿದರು.,342,4,low
ರಾಷ್ಟ್ರಪತಿ ರಾಮನಾಥ್‌ ಕೋವಿಂದ್‌ ಹಾಗೂ ಪ್ರಧಾನಿ ನರೇಂದ್ರ ಮೋದಿ ಟ್ರಂಪ್‌ ದಂಪತಿಗೆ ಸ್ವಾಗತ ಕೋರಿದರು.,342,4,low
ಸಮಾವೇಶದ ಮೊದಲ ದಿನ ಮಾನವ ಸಂಪನ್ಮೂಲ ನಿರ್ವಹಣೆಗೆ ಸಂಬಂಧಿಸಿದ ವಿಷಯಗಳ ಬಗ್ಗೆ ಚರ್ಚಿಸಲಾಗುವುದು.,343,4,medium
ಇವರ 12 ವರ್ಷದ ಪುತ್ರಿ ಪ್ರಿಯದರ್ಶಿನಿ ಹಾಗೂ ಪಿ. ಬಾಲಾಜಿ ಇದೇ ಗ್ರಾಮದ ಸರ್ಕಾರಿ ಶಾಲೆಯಲ್ಲಿ ವಿದ್ಯಾಭ್ಯಾಸ ಮಾಡುತ್ತಿದ್ದಾರೆ.,343,4,medium
﻿Apple MacBook Pro: ಹೊಸ ಆ್ಯಪಲ್ ಮ್ಯಾಕ್‌ಬುಕ್ ಏರ್ ಮತ್ತು ಪ್ರೊ ಸಿರೀಸ್ ಬಿಡುಗಡೆ,343,4,medium
"ಗೃಹ ಸಚಿವ ಅಮಿತ್ ಶಾ, ಆರೋಗ್ಯ ಸಚಿವ ಹರ್ಷವರ್ಧನ್ ಮತ್ತು ಹಿರಿಯ ಅಧಿಕಾರಿಗಳು ಈ ವಿಡಿಯೋ ಸಭೆಯಲ್ಲಿ ಹಾಜರಿದ್ದರು.",343,4,medium
ಕಾನೂನು ನಿಯಮ ಉಲ್ಲಂಘಿಸುವವರ ವಿರುದ್ಧ ಕಠಿಣ ಕ್ರಮ ಕೈಗೊಳ್ಳಲಾಗುವುದು ಎಂದು ಪೊಲೀಸರು ತಿಳಿಸಿದ್ದಾರೆ.,343,4,medium
ಬನಾರಸ್‌ನ ದಶ್ವಾಮೇಧಾ ಘಾಟ್‌ನಲ್ಲಿ ಸಂಜೆ ವೇಳೆ ನಡೆದ ಗಂಗಾ ಆರತಿಯಲ್ಲಿತಾಯಿ-ಮಗಳು ಇಬ್ಬರು ಪಾಲ್ಗೊಂಡಿದ್ದಾರೆ.,343,4,medium
"ವಾಮಂಜೂರು ಮೂಡುಶೆಡ್ಡೆ ನಿವಾಸಿಗಳಾದ ನಿಖಿಲ್ (18), ಹರ್ಷಿತಾ (20), ವೇಣೂರಿನ ಸುಭಾಷ್ (19), ಬಜಪೆ ಪೆರಾರ ರವಿ (30) ಮೃತಪಟ್ಟವರು.",343,4,medium
ಆರಂಭದಲ್ಲಿ ಖಾಸಗಿ ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಚಿಕಿತ್ಸೆ ಪಡೆಯುತ್ತಿದ್ದ ಅವರನ್ನು ನಂತರ ಕೋವಿಡ್‌ ಆಸ್ಪತ್ರೆಗೆ ಕರೆತರಲಾಗಿತ್ತು.,343,4,medium
"ಕಳೆದ ವಾರ ಮೊದಲ ಸುತ್ತಿನಲ್ಲಿ ಭಾರತದಲ್ಲಿ ನೊಂದಾಯಿತ 35,000 ಬ್ರಿಟನ್ ಪ್ರಜೆಗಳ ಪೈಕಿ 20,000 ಮಂದಿ ಸ್ವದೇಶಕ್ಕೆ ಮರಳಲು ನಿರ್ಧರಿಸಿದ್ದರು.",343,4,medium
"ಸದ್ಯ ಮೈಸೂರಿನಿಂದ ಬೆಂಗಳೂರು, ಮಂಗಳೂರು, ಬೆಳಗಾವಿ, ಚೆನ್ನೈ, ಹೈದರಾಬಾದ್, ಗೋವಾ ಹಾಗೂ ಕೊಚ್ಚಿ ನಗರಗಳಿಗೆ ವಿಮಾನ ಸಂಪರ್ಕವಿದೆ.",343,4,medium
ಅಪರಾಧ ಪತ್ತೆ ದಳದ ಪೊಲೀಸರು ಈತನ ಜಾಡು ಹಿಡಿದು ಆತ ಸಾಗಿಸುತ್ತಿದ್ದ ಬ್ಯಾಗ್‌ನಲ್ಲಿ 1 ಕೆ. ಜಿ. ಗಾಂಜಾ ವಶಪಡಿಸಿಕೊಂಡಿದ್ದಾರೆ.,344,4,medium
ಈ ಪ್ರಕರಣದ ಕುರಿತು ಹೆಚ್ಚಿನ ವಿಚಾರಣೆ ನಡೆಸಲಾಗುತ್ತಿದೆ' ಎಂದು ಪೊಲೀಸ್ ವರಿಷ್ಠಾಧಿಕಾರಿ ಮಾಹಿತಿ ನೀಡಿದರು.,344,4,medium
"ಬಳಿಕ, ಅವರನ್ನು ಬಂಧಿಸಿ ನ್ಯಾಯಾಲಯಕ್ಕೆ ಹಾಜರು ಪಡಿಸಿದ ವೇಳೆ, ನ್ಯಾಯಾಲಯ ಅವರನ್ನು ನ್ಯಾಯಾಂಗ ಬಂಧನಕ್ಕೆ ಒಪ್ಪಿಸಿತು.",344,4,medium
ಕೋತಿಯನ್ನು ನೇಣು ಹಾಕುವ ವಿಡಿಯೋ ಸಾಮಾಜಿಕ ಮಾಧ್ಯಮದಲ್ಲಿ ವೈರಲ್‌ ಆದ ನಂತರ ಈ ಘಟನೆಗೆ ಬೆಳಕಿಗೆ ಬಂದಿದೆ.,344,4,medium
"ಘಟನೆ ನಡೆದ ಕೂಡಲೇ ಸ್ಥಳಕ್ಕೆ ಧಾವಿಸಿದ ಅಕ್ಕಪಕ್ಕದ ನಿವಾಸಿಗಳು, ಪೊಲೀಸರಿಗೆ ವಿಷಯ ತಿಳಿಸಿದ್ದಾರೆ.",344,4,medium
"ಕೊಪ್ಪಳ, ರಾಯಚೂರು, ಯಾದಗಿರಿ ಹಾಗೂ ಹಾವೇರಿಯಲ್ಲಿ ಇದುವರೆಗೂ ಯಾವುದೇ ಕೊರೊನಾ ಪಾಸಿಟಿವ್‌ ಪ್ರಕರಣಗಳು ಕಂಡುಬಂದಿಲ್ಲ.",344,4,medium
"ಆದರೆ, ಈಗಿರುವ ಕಾಯಿದೆ 20 ವಾರಗಳವರೆ ಮಾತ್ರ ವೈದ್ಯಕೀಯ ಗರ್ಭಪಾತಕ್ಕೆ ಅವಕಾಶ ಕಲ್ಪಿಸುತ್ತದೆ.",344,4,medium
